Date,Exercise,Sets,Reps,Weight,isWarmup,Note
2018-10-08,Barbell Bench Press,1,5,43.0913264,,
2018-10-08,Back Extensions,1,12,11.33982274,,
2018-10-08,Back Extensions,1,12,11.33982274,,
2018-10-08,Back Extensions,1,12,11.33982274,,
2018-10-07,Back Squat,1,10,20.41168092,TRUE,
2018-10-07,Back Squat,1,10,47.62725549,TRUE,
2018-10-07,Back Squat,1,6,61.23504277,,
2018-10-07,Back Squat,1,8,63.50300732,,
2018-10-07,Back Squat,1,8,65.77097187,,
2018-10-07,Back Squat,1,8,68.03893642,,
2018-10-07,Back Squat,1,6,70.30690096,,
2018-10-07,Hip Extension,1,10,5.669911368,,
2018-10-07,Hip Extension,1,10,5.669911368,,
2018-10-07,Hip Extension,1,10,6.803893642,,
2018-10-07,Hip Extension,1,10,7.937875915,,
2018-10-07,Hip Extension,1,10,7.937875915,,
2018-10-07,Deadlift,1,10,20.41168092,TRUE,
2018-10-07,Deadlift,1,5,47.62725549,TRUE,
2018-10-07,Deadlift,1,5,61.23504277,,
2018-10-07,Deadlift,1,5,63.50300732,,
2018-10-07,Deadlift,1,5,65.77097187,,
2018-10-07,Deadlift,1,5,65.77097187,,
2018-10-07,Deadlift,1,5,65.77097187,,
2018-10-07,Leg Extension,1,8,22.67964547,TRUE,
2018-10-07,Leg Extension,1,11,36.28743275,,
2018-10-07,Leg Extension,1,12,36.28743275,,
2018-10-07,Leg Extension,1,12,36.28743275,,
2018-10-07,Seated Calf Raise,1,5,40.82336185,,
2018-10-07,Seated Calf Raise,1,5,40.82336185,,
2018-10-07,Seated Calf Raise,1,6,40.82336185,,
2018-10-07,Seated Calf Raise,1,6,40.82336185,,
2018-10-07,Seated Calf Raise,1,7,40.82336185,,
2018-10-07,Single Leg Curl,1,5,11.33982274,,
2018-10-07,Single Leg Curl,1,5,13.60778728,,
2018-10-07,Single Leg Curl,1,8,13.60778728,,
2018-10-07,Single Leg Curl,1,5,15.87575183,,
2018-10-07,Single Leg Curl,1,8,15.87575183,,
2018-10-07,Back Squat,1,10,20.41168092,TRUE,
2018-10-07,Back Squat,1,10,47.62725549,TRUE,
2018-10-07,Back Squat,1,6,61.23504277,,
2018-10-07,Back Squat,1,8,63.50300732,,
2018-10-07,Back Squat,1,8,65.77097187,,
2018-10-07,Back Squat,1,8,68.03893642,,
2018-10-07,Back Squat,1,6,70.30690096,,
2018-10-07,Hip Extension,1,10,5.669911368,,
2018-10-07,Hip Extension,1,10,5.669911368,,
2018-10-07,Hip Extension,1,10,6.803893642,,
2018-10-07,Hip Extension,1,10,7.937875915,,
2018-10-07,Hip Extension,1,10,7.937875915,,
2018-10-07,Deadlift,1,10,20.41168092,TRUE,
2018-10-07,Deadlift,1,5,47.62725549,TRUE,
2018-10-07,Deadlift,1,5,61.23504277,,
2018-10-07,Deadlift,1,5,63.50300732,,
2018-10-07,Deadlift,1,5,65.77097187,,
2018-10-07,Deadlift,1,5,65.77097187,,
2018-10-07,Deadlift,1,5,65.77097187,,
2018-10-07,Leg Extension,1,8,22.67964547,TRUE,
2018-10-07,Leg Extension,1,11,36.28743275,,
2018-10-07,Leg Extension,1,12,36.28743275,,
2018-10-07,Leg Extension,1,12,36.28743275,,
2018-10-07,Seated Calf Raise,1,5,40.82336185,,
2018-10-07,Seated Calf Raise,1,5,40.82336185,,
2018-10-07,Seated Calf Raise,1,6,40.82336185,,
2018-10-07,Seated Calf Raise,1,6,40.82336185,,
2018-10-07,Seated Calf Raise,1,7,40.82336185,,
2018-10-07,Single Leg Curl,1,5,11.33982274,,
2018-10-06,Dumbbell Row,1,8,22.67964547,,
2018-10-06,Dumbbell Row,1,9,22.67964547,,
2018-10-06,Dumbbell Row,1,8,22.67964547,,
2018-10-06,Dumbbell Row,1,8,22.67964547,,
2018-10-06,Dumbbell Bicep Curl,1,15,7.937875915,,
2018-10-06,Dumbbell Bicep Curl,1,15,7.937875915,,
2018-10-06,Dumbbell Bicep Curl,1,15,7.937875915,,
2018-10-06,Seated Dumbbell Curl,1,5,9.071858189,,
2018-10-06,Smith Machine Shrug,1,15,22.67964547,,
2018-10-06,Smith Machine Shrug,1,15,22.67964547,,
2018-10-06,Smith Machine Shrug,1,15,22.67964547,,
2018-10-06,Cable Row,1,8,31.75150366,TRUE,
2018-10-06,Cable Row,1,12,45.35929094,,
2018-10-06,Cable Row,1,11,45.35929094,,
2018-10-06,Cable Row,1,12,45.35929094,,
2018-10-06,Russian Twist,1,25,0,,
2018-10-06,Russian Twist,1,18,0,,
2018-10-06,Sit Up,1,13,0,,
2018-10-05,Barbell Bench Press,1,10,20.41168092,TRUE,
2018-10-05,Barbell Bench Press,1,8,43.0913264,TRUE,
2018-10-05,Barbell Bench Press,1,7,52.16318459,,
2018-10-05,Barbell Bench Press,1,6,52.16318459,,
2018-10-05,Barbell Bench Press,1,3,61.23504277,,
2018-10-05,Barbell Bench Press,1,2,61.23504277,,
2018-10-05,Barbell Bench Press,1,3,61.23504277,,
2018-10-05,Barbell Bench Press,1,8,52.16318459,,
2018-10-05,Dumbbell Shoulder Press,1,12,14.74176956,,
2018-10-05,Dumbbell Shoulder Press,1,8,15.87575183,,
2018-10-05,Dumbbell Shoulder Press,1,12,13.60778728,,
2018-10-05,Dumbbell Shoulder Press,1,6,14.74176956,,
2018-10-05,Dumbbell Skullcrusher,1,15,5.669911368,,
2018-10-05,Dumbbell Skullcrusher,1,15,5.669911368,,
2018-10-05,Dumbbell Skullcrusher,1,15,5.669911368,,
2018-10-05,Back Extensions,1,15,0,,
2018-10-05,Back Extensions,1,12,11.33982274,,
2018-10-03,Back Squat,1,9,43.0913264,TRUE,
2018-10-03,Back Squat,1,10,52.16318459,,
2018-10-03,Back Squat,1,10,56.69911368,,
2018-10-03,Back Squat,1,9,56.69911368,,
2018-10-03,Deadlift,1,10,20.41168092,TRUE,
2018-10-03,Deadlift,1,5,43.0913264,TRUE,
2018-10-03,Deadlift,1,10,52.16318459,,
2018-10-03,Deadlift,1,5,61.23504277,,
2018-10-03,Deadlift,1,8,61.23504277,,
2018-10-03,Leg Extension,1,8,27.21557457,TRUE,
2018-10-03,Leg Extension,1,10,45.35929094,,
2018-10-03,Leg Extension,1,10,45.35929094,,
2018-10-03,Leg Extension,1,10,45.35929094,,
2018-10-01,Dumbbell Row,1,10,18.14371638,,
2018-10-01,Dumbbell Row,1,10,18.14371638,,
2018-10-01,Dumbbell Row,1,10,18.14371638,,
2018-10-01,Dumbbell Row,1,10,18.14371638,,
2018-10-01,Dumbbell Bicep Curl,1,10,10.20584046,,
2018-10-01,Dumbbell Bicep Curl,1,10,10.20584046,,
2018-10-01,Dumbbell Bicep Curl,1,10,10.20584046,,
2018-10-01,Dumbbell Bicep Curl,1,10,10.20584046,,
2018-10-01,Dumbbell Shrug,1,12,10.20584046,,
2018-10-01,Dumbbell Shrug,1,12,10.20584046,,
2018-10-01,Dumbbell Shrug,1,12,10.20584046,,
2018-10-01,Standing Cable Core Twist,1,12,6.803893642,,
2018-10-01,Standing Cable Core Twist,1,10,6.803893642,,
2018-10-01,Standing Cable Core Twist,1,10,6.803893642,,
2018-10-01,Back Extensions,1,15,4.535929094,,
2018-10-01,Back Extensions,1,15,4.535929094,,
2018-10-01,Cable Row,1,8,24.94761002,TRUE,
2018-10-01,Cable Row,1,8,38.5553973,,
2018-10-01,Cable Row,1,10,45.35929094,,
2018-09-30,Hammerstrength Incline Chest Press,1,10,11.33982274,,
2018-09-30,Hammerstrength Incline Chest Press,1,10,15.87575183,,
2018-09-30,Hammerstrength Incline Chest Press,1,10,17.0097341,,
2018-09-30,Hammerstrength Incline Chest Press,1,5,20.41168092,,
2018-09-30,Dumbbell Shoulder Press,1,8,11.33982274,,
2018-09-30,Dumbbell Shoulder Press,1,8,12.47380501,,
2018-09-30,Dumbbell Shoulder Press,1,8,13.60778728,,
2018-09-30,Dumbbell Shoulder Press,1,8,14.74176956,,
2018-09-30,Dumbbell Skullcrusher,1,13,5.669911368,,
2018-09-30,Dumbbell Skullcrusher,1,12,5.669911368,,
2018-09-30,Dumbbell Skullcrusher,1,12,5.669911368,,
2018-09-30,Single Arm Dumbbell Triceps Extension,1,10,5.669911368,,
2018-09-30,Single Arm Dumbbell Triceps Extension,1,12,5.669911368,,
2018-09-30,Single Arm Dumbbell Triceps Extension,1,11,5.669911368,,
2018-09-30,Dumbbell Fly,1,15,5.669911368,,
2018-09-30,Dumbbell Fly,1,15,6.803893642,,
2018-09-30,Dumbbell Fly,1,15,7.937875915,,
2018-09-30,Back Extensions,1,15,4.535929094,,
2018-09-30,Back Extensions,1,15,4.535929094,,
2018-09-30,Back Extensions,1,15,4.535929094,,
2018-09-30,Sit Up,1,11,0,,
2018-09-30,Sit Up,1,8,0,,
2018-09-30,Cable Shoulder Internal Rotation,1,15,3.401946821,,
2018-09-30,Cable Shoulder Internal Rotation,1,12,5.669911368,,
2018-09-29,Sit Up,1,15,0,,
2018-09-29,Sit Up,1,15,0,,
2018-09-29,Sit Up,1,15,0,,
2018-09-27,Preacher Curl,1,15,18.14371638,,
2018-09-27,Preacher Curl,1,15,18.14371638,,
2018-09-27,Preacher Curl,1,15,18.14371638,,
2018-09-27,Back Extensions,1,19,0,,
2018-09-27,Back Extensions,1,19,0,,
2018-09-27,Dumbbell Skullcrusher,1,15,5.669911368,,
2018-09-27,Dumbbell Skullcrusher,1,15,5.669911368,,
2018-09-27,Dumbbell Row,1,12,18.14371638,,
2018-09-27,Dumbbell Row,1,12,18.14371638,,
2018-09-27,Dumbbell Row,1,12,18.14371638,,
2018-09-27,Hammer Curls,1,10,7.937875915,,
2018-09-27,Hammer Curls,1,8,7.937875915,,
2018-09-27,Hammer Curls,1,8,7.937875915,,
2018-09-27,Neutral Grip Pull Up,1,3,0,,
2018-09-27,Vertical Knee Raise,1,25,0,,
2018-09-27,Side Lunge,1,5,0,,
2018-09-27,Side Lunge,1,5,0,,
2018-09-27,Side Lunge,1,5,0,,
2018-09-27,Walking Lunge,1,6,0,,
2018-09-27,Walking Lunge,1,6,0,,
2018-09-27,Walking Lunge,1,6,0,,
2018-09-27,Lunge,1,3,0,,
2018-09-27,Lunge,1,3,0,,
2018-09-27,Lunge,1,3,0,,
2018-09-27,Lunge,1,3,0,,
2018-09-27,Sit Up,1,14,0,,
2018-09-27,Sit Up,1,14,0,,
2018-09-27,Sit Up,1,14,0,,
2018-09-27,Superman,1,20,0,,
2018-09-27,Superman,1,20,0,,
2018-09-27,Superman,1,20,0,,
2018-09-27,Oblique Crunch,1,9,0,,
2018-09-27,Oblique Crunch,1,9,0,,
2018-09-27,Crunches,1,25,0,,
2018-09-27,Crunches,1,25,0,,
2018-09-25,Barbell Bench Press,1,10,20.41168092,TRUE,
2018-09-25,Barbell Bench Press,1,5,43.0913264,TRUE,
2018-09-25,Barbell Bench Press,1,5,47.62725549,,
2018-09-25,Barbell Bench Press,1,8,47.62725549,,
2018-09-25,Barbell Bench Press,1,5,47.62725549,,
2018-09-25,Barbell Bench Press,1,5,47.62725549,,
2018-09-25,Barbell Bench Press,1,7,47.62725549,,
2018-09-25,Dumbbell Shoulder Press,1,8,15.87575183,,
2018-09-25,Dumbbell Shoulder Press,1,7,15.87575183,,
2018-09-25,Dumbbell Shoulder Press,1,6,15.87575183,,
2018-09-25,Dumbbell Shoulder Press,1,8,15.87575183,,
2018-09-25,Dumbbell Shoulder Press,1,6,15.87575183,,
2018-09-25,Dumbbell Fly,1,5,9.071858189,,
2018-09-25,Dumbbell Fly,1,5,9.071858189,,
2018-09-25,Dumbbell Fly,1,8,9.071858189,,
2018-09-25,Dumbbell Fly,1,5,9.071858189,,
2018-09-25,Dumbbell Fly,1,8,9.071858189,,
2018-09-25,EZ-Bar Skullcrusher,1,5,18.14371638,,
2018-09-25,EZ-Bar Skullcrusher,1,5,18.14371638,,
2018-09-25,EZ-Bar Skullcrusher,1,6,18.14371638,,
2018-09-25,EZ-Bar Skullcrusher,1,6,18.14371638,,
2018-09-25,EZ-Bar Skullcrusher,1,5,18.14371638,,
2018-09-25,Superman,1,15,0,,
2018-09-25,Sit Up,1,15,0,,
2018-09-23,Floor Bridge,1,12,0,,
2018-09-23,Floor Bridge,1,15,0,,
2018-09-23,Floor Bridge,1,15,0,,
2018-09-23,Side Bridge,1,30,0,,
2018-09-23,Side Bridge,1,30,0,,
2018-09-23,Side Bridge,1,30,0,,
2018-09-23,Back Squat,1,10,38.5553973,,
2018-09-23,Back Squat,1,10,43.0913264,,
2018-09-23,Back Squat,1,10,43.0913264,,
2018-09-23,Back Squat,1,10,52.16318459,,
2018-09-23,Deadlift,1,10,29.48353911,TRUE,
2018-09-23,Deadlift,1,8,38.5553973,TRUE,
2018-09-23,Deadlift,1,8,56.69911368,,
2018-09-23,Deadlift,1,8,56.69911368,,
2018-09-23,Deadlift,1,6,56.69911368,,
2018-09-23,Single Leg Curl,1,8,11.33982274,,
2018-09-23,Single Leg Curl,1,8,11.33982274,,
2018-09-23,Single Leg Curl,1,8,11.33982274,,
2018-09-23,Smith Machine Calf Raise,1,10,27.21557457,,
2018-09-23,Smith Machine Calf Raise,1,10,27.21557457,,
2018-09-23,Smith Machine Calf Raise,1,10,27.21557457,,
2018-09-23,Seated Calf Raise,1,10,29.48353911,,
2018-09-23,Seated Calf Raise,1,10,29.48353911,,
2018-09-22,Barbell Bench Press,1,8,43.0913264,,
2018-09-22,Barbell Bench Press,1,8,43.0913264,,
2018-09-22,Barbell Bench Press,1,8,43.0913264,,
2018-09-22,Barbell Bench Press,1,8,45.35929094,,
2018-09-22,Dumbbell Shoulder Press,1,10,13.60778728,,
2018-09-22,Dumbbell Shoulder Press,1,10,13.60778728,,
2018-09-22,Dumbbell Shoulder Press,1,10,13.60778728,,
2018-09-22,Hammer Curls,1,14,7.937875915,,
2018-09-22,Hammer Curls,1,10,9.071858189,,
2018-09-22,Hammer Curls,1,10,9.071858189,,
2018-09-22,Dumbbell Kickbacks,1,10,7.937875915,,
2018-09-22,Dumbbell Kickbacks,1,10,7.937875915,,
2018-09-22,Dumbbell Kickbacks,1,10,7.937875915,,
2018-09-22,Dumbbell Incline Bench Press,1,15,13.60778728,,
2018-09-22,Dumbbell Incline Bench Press,1,12,13.60778728,,
2018-09-22,Dumbbell Incline Bench Press,1,12,13.60778728,,
2018-09-22,Dumbbell Shoulder Raise,1,10,4.535929094,,
2018-09-22,Dumbbell Shoulder Raise,1,10,4.535929094,,
2018-09-22,Dumbbell Shoulder Raise,1,7,4.535929094,,
2018-09-22,Lat Pulldown,1,8,22.67964547,,
2018-09-22,Lat Pulldown,1,13,22.67964547,,
2018-09-22,Lat Pulldown,1,8,22.67964547,,
2018-09-22,Scissor Crossover Kick,1,25,0,,
2018-09-18,Dumbbell Shoulder Press,1,12,12.47380501,,
2018-09-18,Dumbbell Shoulder Press,1,12,12.47380501,,
2018-09-18,Dumbbell Shoulder Press,1,12,12.47380501,,
2018-09-18,Concentration Curls,1,8,7.937875915,,
2018-09-18,Concentration Curls,1,10,7.937875915,,
2018-09-18,Concentration Curls,1,10,7.937875915,,
2018-09-15,Dumbbell Row,1,12,15.87575183,,
2018-09-15,Dumbbell Row,1,12,15.87575183,,
2018-09-15,Dumbbell Row,1,12,15.87575183,,
2018-09-15,Dumbbell Bench Press,1,12,15.87575183,,
2018-09-15,Dumbbell Bench Press,1,12,15.87575183,,
2018-09-15,Dumbbell Bench Press,1,12,15.87575183,,
2018-09-15,Dumbbell Bicep Curl,1,10,9.071858189,,
2018-09-15,Dumbbell Bicep Curl,1,10,10.20584046,,
2018-09-15,Dumbbell Bicep Curl,1,8,10.20584046,,
2018-09-15,Dumbbell Bicep Curl,1,10,9.071858189,,
2018-09-15,Back Extensions,1,12,4.535929094,,
2018-09-15,Back Extensions,1,12,4.535929094,,
2018-09-15,Back Extensions,1,12,4.535929094,,
2018-09-15,Tricep Pushdown,1,12,15.87575183,,
2018-09-15,Tricep Pushdown,1,12,18.14371638,,
2018-09-15,Tricep Pushdown,1,9,20.41168092,,
2018-09-15,Cable Crunch,1,12,19.27769865,,
2018-09-15,Single Leg Curl,1,5,11.33982274,,
2018-09-15,Single Leg Curl,1,8,11.33982274,,
2018-09-12,Concentration Curls,1,8,9.071858189,,
2018-09-12,Concentration Curls,1,8,9.071858189,,
2018-09-12,Dumbbell Tricep Extension,1,15,5.669911368,,
2018-09-12,Dumbbell Shoulder Press,1,15,10.20584046,,
2018-09-12,Dumbbell Squat,1,15,6.803893642,,
2018-09-08,Dumbbell Bicep Curl,1,12,9.071858189,,
2018-09-08,Dumbbell Bicep Curl,1,12,10.20584046,,
2018-09-08,Dumbbell Bicep Curl,1,8,10.20584046,,
2018-09-08,Dumbbell Fly,1,12,5.669911368,,
2018-09-08,Dumbbell Fly,1,12,6.803893642,,
2018-09-08,Dumbbell Fly,1,12,5.669911368,,
2018-09-08,Dumbbell Fly,1,12,6.803893642,,
2018-09-08,Dumbbell Row,1,12,15.87575183,,
2018-09-08,Dumbbell Row,1,12,15.87575183,,
2018-09-08,Dumbbell Row,1,12,15.87575183,,
2018-09-08,Seated Triceps Press,1,12,11.33982274,,
2018-09-08,Seated Triceps Press,1,12,11.33982274,,
2018-09-08,Seated Triceps Press,1,12,11.33982274,,
2018-09-08,Seated Triceps Press,1,10,11.33982274,,
2018-09-08,Reverse Barbell Curl,1,8,18.14371638,,
2018-09-08,Reverse Barbell Curl,1,8,15.87575183,,
2018-09-08,Reverse Barbell Curl,1,15,13.60778728,,
2018-09-08,Back Extensions,1,12,4.535929094,,
2018-09-08,Back Extensions,1,20,0,,
2018-09-08,Single Arm Lat Pulldown,1,15,12.47380501,,
2018-09-08,Single Arm Lat Pulldown,1,15,15.87575183,,
2018-09-08,Single Arm Lat Pulldown,1,10,19.27769865,,
2018-09-05,Dumbbell Bicep Curl,1,12,9.071858189,,
2018-09-05,Dumbbell Bicep Curl,1,13,9.071858189,,
2018-09-05,Dumbbell Bicep Curl,1,10,10.20584046,,
2018-09-05,Dumbbell Bench Press,1,15,14.74176956,,
2018-09-05,Dumbbell Bench Press,1,15,14.74176956,,
2018-09-05,Dumbbell Bench Press,1,8,15.87575183,,
2018-09-05,Dumbbell Tricep Extension,1,15,5.669911368,,
2018-09-05,Dumbbell Tricep Extension,1,12,5.669911368,,
2018-09-05,Dumbbell Tricep Extension,1,12,5.669911368,,
2018-09-05,Dumbbell Shoulder Press,1,10,12.47380501,,
2018-09-05,Dumbbell Shoulder Press,1,8,12.47380501,,
2018-09-05,Dumbbell Shoulder Press,1,12,11.33982274,,
2018-09-05,Vertical Knee Raise,1,15,0,,
2018-09-05,Landmine Press,1,10,15.87575183,,
2018-09-03,Seated Triceps Press,1,12,11.33982274,,
2018-09-03,Seated Triceps Press,1,12,11.33982274,,
2018-09-03,Seated Triceps Press,1,12,11.33982274,,
2018-09-03,Seated Triceps Press,1,12,11.33982274,,
2018-09-03,Dumbbell Row,1,15,15.87575183,,
2018-09-03,Dumbbell Row,1,15,15.87575183,,
2018-09-03,Dumbbell Row,1,15,15.87575183,,
2018-09-03,Dumbbell Row,1,15,15.87575183,,
2018-09-03,Seated Leg Curl,1,10,18.14371638,,
2018-09-03,Seated Leg Curl,1,10,18.14371638,,
2018-09-03,Seated Leg Curl,1,10,18.14371638,,
2018-09-03,Deadlift,1,10,52.16318459,,
2018-09-03,Deadlift,1,5,52.16318459,,
2018-09-03,Deadlift,1,6,52.16318459,,
2018-09-01,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-09-01,Dumbbell Bicep Curl,1,12,9.071858189,,
2018-09-01,Dumbbell Bicep Curl,1,12,9.071858189,,
2018-09-01,Dumbbell Shoulder Press,1,15,10.20584046,,
2018-09-01,Dumbbell Shoulder Press,1,12,12.47380501,,
2018-09-01,Dumbbell Shoulder Press,1,12,12.47380501,,
2018-09-01,Dumbbell Fly,1,10,6.803893642,,
2018-09-01,Dumbbell Fly,1,15,4.535929094,,
2018-09-01,Dumbbell Fly,1,10,6.803893642,,
2018-09-01,Dumbbell Bench Press,1,15,11.33982274,,
2018-09-01,Dumbbell Bench Press,1,15,11.33982274,,
2018-09-01,Dumbbell Bench Press,1,15,11.33982274,,
2018-09-01,Back Extensions,1,10,4.535929094,,
2018-09-01,Back Extensions,1,10,4.535929094,,
2018-09-01,Back Extensions,1,12,4.535929094,,
2018-09-01,Leg Extension,1,8,22.67964547,TRUE,
2018-09-01,Leg Extension,1,12,36.28743275,,
2018-09-01,Leg Extension,1,12,36.28743275,,
2018-09-01,Leg Extension,1,12,36.28743275,,
2018-09-01,Cable Crossover Fly,1,12,7.937875915,,
2018-09-01,Cable Crossover Fly,1,12,7.937875915,,
2018-09-01,Cable Crossover Fly,1,12,7.937875915,,
2018-08-31,Dumbbell Shoulder Press,1,15,10.20584046,,
2018-08-31,Dumbbell Shoulder Press,1,12,11.33982274,,
2018-08-31,Dumbbell Shoulder Press,1,10,11.33982274,,
2018-08-31,Dumbbell Row,1,15,15.87575183,,
2018-08-31,Dumbbell Row,1,15,15.87575183,,
2018-08-31,Dumbbell Row,1,15,15.87575183,,
2018-08-31,Dumbbell Row,1,15,15.87575183,,
2018-08-31,Dumbbell Tricep Extension,1,15,5.669911368,,
2018-08-31,Dumbbell Tricep Extension,1,12,6.803893642,,
2018-08-31,Dumbbell Shoulder Raise,1,10,4.535929094,,
2018-08-31,Dumbbell Shoulder Raise,1,8,4.535929094,,
2018-08-31,Dumbbell Shoulder Raise,1,8,4.535929094,,
2018-08-31,Dumbbell Squat,1,10,6.803893642,,
2018-08-31,Dumbbell Squat,1,10,6.803893642,,
2018-08-31,Cable Row,1,10,24.94761002,TRUE,
2018-08-31,Cable Row,1,10,40.82336185,,
2018-08-31,Cable Row,1,10,40.82336185,,
2018-08-31,Cable Row,1,10,40.82336185,,
2018-08-31,Oblique Crunch,1,14,0,,
2018-08-29,Dumbbell Bicep Curl,1,15,6.803893642,,
2018-08-29,Dumbbell Bicep Curl,1,10,9.071858189,,
2018-08-29,Dumbbell Bicep Curl,1,13,9.071858189,,
2018-08-29,Dumbbell Bench Press,1,8,15.87575183,,
2018-08-29,Dumbbell Bench Press,1,10,15.87575183,,
2018-08-29,Dumbbell Bench Press,1,10,15.87575183,,
2018-08-29,Dumbbell Bench Press,1,10,15.87575183,,
2018-08-29,Dumbbell Stiff Legged Deadlift,1,15,10.20584046,,
2018-08-29,Dumbbell Stiff Legged Deadlift,1,15,10.20584046,,
2018-08-29,Dumbbell Stiff Legged Deadlift,1,15,10.20584046,,
2018-08-29,Seated Calf Raise,1,12,22.67964547,,
2018-08-29,Seated Calf Raise,1,12,24.94761002,,
2018-08-29,Seated Calf Raise,1,12,27.21557457,,
2018-08-29,Seated Calf Raise,1,12,31.75150366,,
2018-08-29,Seated Calf Raise,1,8,36.28743275,,
2018-08-29,Single Leg Curl,1,10,9.071858189,,
2018-08-29,Single Leg Curl,1,8,9.071858189,,
2018-08-27,Dumbbell Shoulder Press,1,15,9.071858189,,
2018-08-27,Dumbbell Shoulder Press,1,15,9.071858189,,
2018-08-27,Dumbbell Shoulder Press,1,15,9.071858189,,
2018-08-27,Dumbbell Shoulder Press,1,12,10.20584046,,
2018-08-27,Dumbbell Shoulder Press,1,12,10.20584046,,
2018-08-27,Palms-Up Dumbbell Wrist Curl,1,12,5.669911368,,
2018-08-27,Palms-Up Dumbbell Wrist Curl,1,16,5.669911368,,
2018-08-27,Palms-Up Dumbbell Wrist Curl,1,14,5.669911368,,
2018-08-27,Hammerstrength Iso Row,1,8,20.41168092,TRUE,
2018-08-27,Hammerstrength Iso Row,1,8,24.94761002,,
2018-08-27,Hammerstrength Iso Row,1,8,27.21557457,,
2018-08-27,Hammerstrength Iso Row,1,8,29.48353911,,
2018-08-27,Hammerstrength Iso Row,1,8,31.75150366,,
2018-08-27,Hammerstrength Iso Row,1,6,31.75150366,,
2018-08-27,Machine Leg Press,1,8,54.43114913,TRUE,
2018-08-27,Machine Leg Press,1,6,81.6467237,TRUE,
2018-08-27,Machine Leg Press,1,8,90.71858189,,
2018-08-27,Machine Leg Press,1,8,90.71858189,,
2018-08-27,Machine Leg Press,1,8,99.79044008,,
2018-08-27,Machine Leg Press,1,6,99.79044008,,
2018-08-25,Dumbbell Bench Press,1,14,13.60778728,,
2018-08-25,Dumbbell Bench Press,1,14,13.60778728,,
2018-08-25,Dumbbell Bench Press,1,10,13.60778728,,
2018-08-25,Dumbbell Bench Press,1,10,13.60778728,,
2018-08-25,Dumbbell Bench Press,1,8,14.74176956,,
2018-08-25,Dumbbell Bench Press,1,11,14.74176956,,
2018-08-25,Dumbbell Fly,1,10,5.669911368,,
2018-08-25,Dumbbell Fly,1,10,5.669911368,,
2018-08-25,Dumbbell Fly,1,12,5.669911368,,
2018-08-25,Seated Triceps Press,1,10,11.33982274,,
2018-08-25,Seated Triceps Press,1,12,11.33982274,,
2018-08-25,Seated Triceps Press,1,12,11.33982274,,
2018-08-25,Seated Triceps Press,1,12,11.33982274,,
2018-08-25,Dumbbell Skullcrusher,1,14,5.669911368,,
2018-08-25,Dumbbell Skullcrusher,1,12,5.669911368,,
2018-08-25,Dumbbell Skullcrusher,1,12,5.669911368,,
2018-08-25,Preacher Curl,1,6,24.94761002,,
2018-08-25,Preacher Curl,1,6,24.94761002,,
2018-08-25,Preacher Curl,1,6,20.41168092,,
2018-08-25,Preacher Curl,1,6,20.41168092,,
2018-08-25,Tricep Pushdown,1,8,13.60778728,,
2018-08-25,Leg Extension,1,12,31.75150366,,
2018-08-25,Leg Extension,1,12,36.28743275,,
2018-08-25,Leg Extension,1,13,36.28743275,,
2018-08-25,Side Bridge,1,35,0,,
2018-08-25,Side Bridge,1,15,0,,
2018-08-25,Bicycle Crunch,1,24,0,,
2018-08-22,Dumbbell Shoulder Press,1,15,9.071858189,,
2018-08-22,Dumbbell Shoulder Press,1,15,9.071858189,,
2018-08-22,Dumbbell Shoulder Press,1,15,9.071858189,,
2018-08-22,Single Leg Squat,1,5,6.803893642,,
2018-08-22,Single Leg Squat,1,8,6.803893642,,
2018-08-22,Single Leg Squat,1,8,6.803893642,,
2018-08-22,Single Leg Squat,1,8,6.803893642,,
2018-08-22,Dumbbell Shoulder Raise,1,10,4.535929094,,
2018-08-22,Dumbbell Shoulder Raise,1,10,4.535929094,,
2018-08-22,Dumbbell Shoulder Raise,1,10,4.535929094,,
2018-08-22,Back Extensions,1,14,0,,
2018-08-22,Back Extensions,1,14,0,,
2018-08-22,Back Extensions,1,14,0,,
2018-08-22,Hanging Knee Raise,1,4,0,,
2018-08-22,Hanging Knee Raise,1,4,0,,
2018-08-22,Hanging Knee Raise,1,2,0,,
2018-08-22,Vertical Knee Raise,1,21,0,,
2018-08-22,Vertical Knee Raise,1,15,0,,
2018-08-22,Single Leg Curl,1,12,6.803893642,,
2018-08-22,Single Leg Curl,1,14,6.803893642,,
2018-08-20,Dumbbell Bicep Curl,1,12,7.937875915,,
2018-08-20,Dumbbell Bicep Curl,1,12,7.937875915,,
2018-08-20,Dumbbell Bicep Curl,1,10,9.071858189,,
2018-08-20,Dumbbell Row,1,12,17.0097341,,
2018-08-20,Dumbbell Row,1,12,17.0097341,,
2018-08-20,Dumbbell Row,1,12,17.0097341,,
2018-08-20,Dumbbell Bench Press,1,12,13.60778728,,
2018-08-20,Dumbbell Bench Press,1,12,13.60778728,,
2018-08-20,Dumbbell Bench Press,1,12,13.60778728,,
2018-08-20,Dumbbell Kickbacks,1,12,6.803893642,,
2018-08-20,Dumbbell Kickbacks,1,11,7.937875915,,
2018-08-20,Seated Triceps Press,1,12,11.33982274,,
2018-08-16,Push Up,1,9,0,,
2018-08-16,Push Up,1,9,0,,
2018-08-16,Push Up,1,9,0,,
2018-08-16,Push Up,1,9,0,,
