Date,Exercise,Sets,Reps,Weight,isWarmup,Note
2018-08-16,Sit Up,1,15,0,,
2018-08-16,Hanging Leg Raise,1,4,0,,
2018-08-16,Sit Up,1,15,0,,
2018-08-16,Sit Up,1,15,0,,
2018-08-16,Sit Up,1,15,0,,
2018-08-14,Dumbbell Shoulder Press,1,15,9.071858189,,
2018-08-14,Dumbbell Shoulder Press,1,15,9.071858189,,
2018-08-14,Dumbbell Shoulder Press,1,15,9.071858189,,
2018-08-14,Dumbbell Row,1,12,15.87575183,,
2018-08-14,Dumbbell Row,1,12,17.0097341,,
2018-08-14,Dumbbell Row,1,12,17.0097341,,
2018-08-14,Single Arm Landmine Row,1,10,11.33982274,,
2018-08-14,Single Arm Landmine Row,1,10,11.33982274,,
2018-08-14,Single Arm Landmine Row,1,10,11.33982274,,
2018-08-14,Face Pull,1,10,13.60778728,,
2018-08-14,Face Pull,1,10,17.0097341,,
2018-08-14,Face Pull,1,12,17.0097341,,
2018-08-14,Back Extensions,1,12,0,,
2018-08-14,Back Extensions,1,12,0,,
2018-08-14,Back Extensions,1,12,0,,
2018-08-14,Cable Rear Delt Fly,1,10,4.762725549,,
2018-08-14,Cable Rear Delt Fly,1,10,4.762725549,,
2018-08-14,Cable Rear Delt Fly,1,10,4.762725549,,
2018-08-13,Dumbbell Stiff Legged Deadlift,1,15,9.071858189,,
2018-08-13,Dumbbell Stiff Legged Deadlift,1,15,9.071858189,,
2018-08-13,Dumbbell Stiff Legged Deadlift,1,15,10.20584046,,
2018-08-13,Smith Machine Squat,1,8,22.67964547,TRUE,
2018-08-13,Smith Machine Squat,1,8,31.75150366,,
2018-08-13,Smith Machine Squat,1,8,31.75150366,,
2018-08-13,Smith Machine Squat,1,12,31.75150366,,
2018-08-11,Barbell Bench Press,1,10,29.48353911,,
2018-08-11,Barbell Bench Press,1,12,31.75150366,,
2018-08-11,Barbell Bench Press,1,12,31.75150366,,
2018-08-11,Barbell Bench Press,1,9,34.01946821,,
2018-08-11,Barbell Bench Press,1,8,34.01946821,,
2018-08-11,Seated Triceps Press,1,12,11.33982274,,
2018-08-11,Seated Triceps Press,1,12,10.20584046,,
2018-08-11,Seated Triceps Press,1,12,11.33982274,,
2018-08-11,Dumbbell Shoulder Press,1,9,11.33982274,,
2018-08-11,Dumbbell Shoulder Press,1,10,11.33982274,,
2018-08-11,Dumbbell Shoulder Press,1,10,10.20584046,,
2018-08-11,EZ-Bar Curl,1,12,15.87575183,,
2018-08-11,EZ-Bar Curl,1,12,15.87575183,,
2018-08-11,EZ-Bar Curl,1,12,15.87575183,,
2018-08-11,Dumbbell Tricep Extension,1,10,5.669911368,,
2018-08-11,Dumbbell Tricep Extension,1,10,5.669911368,,
2018-08-11,Dumbbell Fly,1,12,5.669911368,,
2018-08-11,Dumbbell Fly,1,15,5.669911368,,
2018-08-07,Cable Row,1,15,31.75150366,,
2018-08-07,Cable Row,1,15,38.5553973,,
2018-08-07,Cable Row,1,10,38.5553973,,
2018-08-07,Dumbbell Row,1,15,13.60778728,,
2018-08-07,Dumbbell Row,1,15,13.60778728,,
2018-08-07,Dumbbell Row,1,15,13.60778728,,
2018-08-07,Tricep Pushdown,1,15,17.0097341,,
2018-08-07,Tricep Pushdown,1,15,17.0097341,,
2018-08-07,Tricep Pushdown,1,15,18.14371638,,
2018-08-06,Jump Squat,1,15,0,,
2018-08-06,Jump Squat,1,15,0,,
2018-08-06,Jump Squat,1,15,0,,
2018-08-06,Sit Up,1,14,0,,
2018-08-06,Sit Up,1,14,0,,
2018-08-06,Sit Up,1,15,0,,
2018-08-06,Burpee,1,10,0,,
2018-08-06,Burpee,1,10,0,,
2018-08-06,Burpee,1,10,0,,
2018-08-06,Scissor Crossover Kick,1,16,0,,
2018-08-06,Scissor Crossover Kick,1,16,0,,
2018-08-06,Scissor Crossover Kick,1,16,0,,
2018-08-04,Dumbbell Shoulder Press,1,10,11.33982274,,
2018-08-04,Dumbbell Shoulder Press,1,10,11.33982274,,
2018-08-04,Dumbbell Shoulder Press,1,10,11.33982274,,
2018-08-04,Hammer Curls,1,10,7.937875915,,
2018-08-04,Hammer Curls,1,10,7.937875915,,
2018-08-04,Hammer Curls,1,10,9.071858189,,
2018-08-04,Dumbbell Fly,1,10,5.669911368,,
2018-08-04,Dumbbell Fly,1,10,5.669911368,,
2018-08-04,Dumbbell Fly,1,14,5.669911368,,
2018-08-04,Dumbbell Bench Press,1,12,13.60778728,,
2018-08-04,Dumbbell Bench Press,1,12,13.60778728,,
2018-08-04,Dumbbell Bench Press,1,12,13.60778728,,
2018-08-04,Dumbbell Pullover,1,10,11.33982274,,
2018-08-04,Dumbbell Pullover,1,12,11.33982274,,
2018-08-04,Dumbbell Pullover,1,14,11.33982274,,
2018-08-04,Cable Lateral Raise,1,15,3.401946821,,
2018-08-04,Cable Lateral Raise,1,10,4.535929094,,
2018-08-04,Cable Lateral Raise,1,10,4.535929094,,
2018-08-02,Leg Extension,1,12,31.75150366,,
2018-08-02,Leg Extension,1,12,31.75150366,,
2018-08-02,Leg Extension,1,15,31.75150366,,
2018-08-02,Leg Extension,1,16,31.75150366,,
2018-08-02,Smith Single-Leg Split Squat,1,8,9.071858189,,
2018-08-02,Smith Single-Leg Split Squat,1,9,13.60778728,,
2018-08-02,Smith Single-Leg Split Squat,1,8,15.87575183,,
2018-08-02,Smith Single-Leg Split Squat,1,8,15.87575183,,
2018-08-02,Dumbbell Row,1,12,15.87575183,,
2018-08-02,Dumbbell Row,1,12,15.87575183,,
2018-08-02,Dumbbell Row,1,12,15.87575183,,
2018-08-02,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-08-02,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-08-02,Cable Row,1,8,38.5553973,,
2018-08-02,Cable Row,1,8,45.35929094,,
2018-08-02,Cable Row,1,8,45.35929094,,
2018-08-02,Cable Row,1,12,38.5553973,,
2018-08-02,Cable Row,1,12,38.5553973,,
2018-08-02,Machine Leg Press,1,7,90.71858189,,
2018-08-02,Machine Leg Press,1,6,99.79044008,,
2018-08-02,Machine Leg Press,1,6,99.79044008,,
2018-08-02,Machine Leg Press,1,8,99.79044008,,
2018-08-02,Tricep Pushdown,1,15,15.87575183,,
2018-07-31,Seated Triceps Press,1,15,9.071858189,,
2018-07-31,Seated Triceps Press,1,15,10.20584046,,
2018-07-31,Seated Triceps Press,1,14,10.20584046,,
2018-07-31,Dumbbell Stiff Legged Deadlift,1,12,11.33982274,,
2018-07-31,Dumbbell Stiff Legged Deadlift,1,12,11.33982274,,
2018-07-31,Dumbbell Stiff Legged Deadlift,1,12,11.33982274,,
2018-07-31,Tate Press,1,5,5.669911368,,
2018-07-31,Tate Press,1,7,6.803893642,,
2018-07-31,Tate Press,1,5,7.937875915,,
2018-07-31,Tate Press,1,5,7.937875915,,
2018-07-31,Tate Press,1,7,7.937875915,,
2018-07-31,Back Extensions,1,12,4.535929094,,
2018-07-31,Back Extensions,1,12,4.535929094,,
2018-07-31,Back Extensions,1,12,4.535929094,,
2018-07-31,Vertical Knee Raise,1,12,0,,
2018-07-31,Vertical Knee Raise,1,12,0,,
2018-07-31,Vertical Knee Raise,1,15,0,,
2018-07-31,Single Leg Curl,1,10,6.803893642,,
2018-07-31,Single Leg Curl,1,10,7.937875915,,
2018-07-31,Single Leg Curl,1,10,7.937875915,,
2018-07-31,Single Leg Curl,1,12,7.937875915,,
2018-07-31,Single Leg Curl,1,12,7.937875915,,
2018-07-31,Tricep Pushdown,1,9,17.0097341,,
2018-07-31,Tricep Pushdown,1,15,17.0097341,,
2018-07-31,Tricep Pushdown,1,6,17.0097341,,
2018-07-31,Russian Twist,1,22,11.33982274,,
2018-07-31,Russian Twist,1,22,11.33982274,,
2018-07-31,Knee Raise,1,12,0,,
2018-07-31,Superman,1,19,0,,
2018-07-29,Dumbbell Shoulder Press,1,12,10.20584046,,
2018-07-29,Dumbbell Shoulder Press,1,12,10.20584046,,
2018-07-29,Dumbbell Shoulder Press,1,12,10.20584046,,
2018-07-29,Dumbbell Shoulder Press,1,8,10.20584046,,
2018-07-29,Dumbbell Shoulder Press,1,10,10.20584046,,
2018-07-29,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-07-29,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-07-29,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-07-29,Dumbbell Bench Press,1,12,14.74176956,,
2018-07-29,Dumbbell Bench Press,1,9,14.74176956,,
2018-07-29,Dumbbell Bench Press,1,12,14.74176956,,
2018-07-29,Dumbbell Bench Press,1,7,14.74176956,,
2018-07-29,Dumbbell Fly,1,10,5.669911368,,
2018-07-29,Dumbbell Fly,1,10,5.669911368,,
2018-07-29,Dumbbell Fly,1,10,5.669911368,,
2018-07-29,Dumbbell Fly,1,10,5.669911368,,
2018-07-29,Preacher Curl,1,5,20.41168092,,
2018-07-29,Preacher Curl,1,5,20.41168092,,
2018-07-29,Preacher Curl,1,5,20.41168092,,
2018-07-29,Preacher Curl,1,7,18.14371638,,
2018-07-29,Preacher Curl,1,5,18.14371638,,
2018-07-29,Preacher Curl,1,10,15.87575183,,
2018-07-29,Machine Leg Press,1,5,90.71858189,,
2018-07-29,Machine Leg Press,1,6,99.79044008,,
2018-07-29,Machine Leg Press,1,6,99.79044008,,
2018-07-29,Machine Leg Press,1,6,99.79044008,,
2018-07-29,Cable Row,1,8,38.5553973,,
2018-07-29,Cable Row,1,8,45.35929094,,
2018-07-29,Cable Row,1,8,45.35929094,,
2018-07-29,Cable Row,1,8,38.5553973,,
2018-07-29,Cable Row,1,9,38.5553973,,
2018-07-29,Cable Lateral Raise,1,5,3.401946821,,
2018-07-29,Cable Lateral Raise,1,5,4.535929094,,
2018-07-26,Toe Touchers,1,8,0,,
2018-07-26,Toe Touchers,1,8,0,,
2018-07-26,Toe Touchers,1,8,0,,
2018-07-26,Sit Up,1,15,0,,
2018-07-26,Sit Up,1,15,0,,
2018-07-26,Sit Up,1,9,0,,
2018-07-26,Tricep Pushdown,1,12,18.14371638,,
2018-07-26,Tricep Pushdown,1,12,20.41168092,,
2018-07-26,Tricep Pushdown,1,10,22.67964547,,
2018-07-26,Single Arm Dumbbell Triceps Extension,1,9,6.803893642,,
2018-07-26,Single Arm Dumbbell Triceps Extension,1,10,6.803893642,,
2018-07-26,Single Arm Dumbbell Triceps Extension,1,9,6.803893642,,
2018-07-26,Back Extensions,1,12,4.535929094,,
2018-07-26,Back Extensions,1,12,4.535929094,,
2018-07-26,Back Extensions,1,12,4.535929094,,
2018-07-26,Toe Touchers,1,8,0,,
2018-07-26,Toe Touchers,1,8,0,,
2018-07-26,Toe Touchers,1,8,0,,
2018-07-26,Sit Up,1,15,0,,
2018-07-26,Sit Up,1,15,0,,
2018-07-26,Sit Up,1,9,0,,
2018-07-26,Tricep Pushdown,1,12,18.14371638,,
2018-07-24,Dumbbell Bench Press,1,12,14.74176956,,
2018-07-24,Dumbbell Bench Press,1,10,14.74176956,,
2018-07-24,Dumbbell Bench Press,1,10,14.74176956,,
2018-07-24,Dumbbell Bench Press,1,8,13.60778728,,
2018-07-24,Dumbbell Row,1,12,15.87575183,,
2018-07-24,Dumbbell Row,1,12,15.87575183,,
2018-07-24,Dumbbell Row,1,12,15.87575183,,
2018-07-24,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-07-24,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-07-24,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-07-24,Sumo Dumbbell Squat,1,13,6.803893642,,
2018-07-24,Sumo Dumbbell Squat,1,12,7.937875915,,
2018-07-24,Sumo Dumbbell Squat,1,12,7.937875915,,
2018-07-24,Sumo Dumbbell Squat,1,12,7.937875915,,
2018-07-24,Palms-Up Dumbbell Wrist Curl,1,15,5.669911368,,
2018-07-24,Palms-Up Dumbbell Wrist Curl,1,13,5.669911368,,
2018-07-24,Palms-Up Dumbbell Wrist Curl,1,15,5.669911368,,
2018-07-24,Palms-Up Dumbbell Wrist Curl,1,5,5.669911368,,
2018-07-24,Dumbbell Fly,1,10,5.669911368,,
2018-07-24,Dumbbell Fly,1,10,5.669911368,,
2018-07-24,Dumbbell Fly,1,12,5.669911368,,
2018-07-24,Dumbbell Fly,1,14,5.669911368,,
2018-07-24,Side Lunge,1,4,0,,
2018-07-24,Side Lunge,1,4,0,,
2018-07-24,Side Lunge,1,4,0,,
2018-07-24,Side Lunge,1,4,0,,
2018-07-24,Concentration Curls,1,10,6.803893642,,
2018-07-24,Concentration Curls,1,10,6.803893642,,
2018-07-24,Concentration Curls,1,10,7.937875915,,
2018-07-24,Concentration Curls,1,6,6.803893642,,
2018-07-24,Mountain Climbers,1,10,0,,
2018-07-24,Mountain Climbers,1,10,0,,
2018-07-24,Mountain Climbers,1,10,0,,
2018-07-24,Mountain Climbers,1,10,0,,
2018-07-24,Shotgun Row,1,15,9.071858189,,
2018-07-24,Shotgun Row,1,10,9.071858189,,
2018-07-24,Shotgun Row,1,12,9.071858189,,
2018-07-24,Shotgun Row,1,10,9.071858189,,
2018-07-21,Dumbbell Shoulder Press,1,12,9.071858189,,
2018-07-21,Dumbbell Shoulder Press,1,11,9.071858189,,
2018-07-21,Dumbbell Shoulder Press,1,12,9.071858189,,
2018-07-21,Dumbbell Kickbacks,1,10,6.803893642,,
2018-07-21,Dumbbell Kickbacks,1,10,6.803893642,,
2018-07-21,Dumbbell Kickbacks,1,12,7.937875915,,
2018-07-21,Dumbbell Skullcrusher,1,15,5.669911368,,
2018-07-21,Dumbbell Skullcrusher,1,15,5.669911368,,
2018-07-21,Dumbbell Skullcrusher,1,15,5.669911368,,
2018-07-21,Dumbbell Skullcrusher,1,12,5.669911368,,
2018-07-21,Seated Dumbbell Rear Delt Raise,1,5,5.669911368,,
2018-07-21,Seated Dumbbell Rear Delt Raise,1,5,5.669911368,,
2018-07-21,Seated Dumbbell Rear Delt Raise,1,7,5.669911368,,
2018-07-21,Seated Dumbbell Rear Delt Raise,1,8,4.535929094,,
2018-07-21,Back Extensions,1,14,4.535929094,,
2018-07-21,Back Extensions,1,14,4.535929094,,
2018-07-21,Back Extensions,1,14,4.535929094,,
2018-07-21,Vertical Knee Raise,1,12,0,,
2018-07-21,Vertical Knee Raise,1,10,0,,
2018-07-21,Vertical Knee Raise,1,12,0,,
2018-07-21,Vertical Knee Raise,1,14,0,,
2018-07-21,Vertical Knee Raise,1,15,0,,
2018-07-21,Landmine Press,1,10,15.87575183,,
2018-07-21,Landmine Press,1,10,15.87575183,,
2018-07-21,Assisted Dips,1,8,36.28743275,,
2018-07-21,Assisted Dips,1,8,36.28743275,,
2018-07-21,Tricep Pushdown,1,10,17.0097341,,
2018-07-21,Tricep Pushdown,1,10,18.14371638,,
2018-07-21,Tricep Pushdown,1,12,18.14371638,,
2018-07-21,Single Leg Curl,1,10,6.803893642,,
2018-07-21,Single Leg Curl,1,10,6.803893642,,
2018-07-21,Single Leg Curl,1,10,6.803893642,,
2018-07-21,Single Leg Curl,1,10,7.937875915,,
2018-07-21,Single Leg Curl,1,7,9.071858189,,
2018-07-21,Machine Leg Press,1,5,90.71858189,,
2018-07-21,Machine Leg Press,1,5,99.79044008,,
2018-07-21,Machine Leg Press,1,6,99.79044008,,
2018-07-21,Machine Leg Press,1,5,99.79044008,,
2018-07-21,Superman,1,19,0,,
2018-07-21,Superman,1,19,0,,
2018-07-21,Superman,1,19,0,,
2018-07-21,Tuck Crunch,1,6,0,,
2018-07-21,Tuck Crunch,1,6,0,,
2018-07-21,Tuck Crunch,1,6,0,,
2018-07-21,Sit Up,1,15,0,,
2018-07-21,Sit Up,1,15,0,,
2018-07-21,Sit Up,1,15,0,,
2018-07-18,Hammer Curls,1,5,9.071858189,,
2018-07-18,Hammer Curls,1,5,9.071858189,,
2018-07-18,Hammer Curls,1,6,7.937875915,,
2018-07-18,Hammer Curls,1,5,7.937875915,,
2018-07-18,Hammer Curls,1,5,7.937875915,,
2018-07-18,Dumbbell Bench Press,1,10,13.60778728,,
2018-07-18,Dumbbell Bench Press,1,8,13.60778728,,
2018-07-18,Dumbbell Bench Press,1,8,13.60778728,,
2018-07-18,Dumbbell Bench Press,1,8,13.60778728,,
2018-07-18,Dumbbell Bench Press,1,8,13.60778728,,
2018-07-18,Single Arm Dumbbell Bench Press,1,10,10.20584046,,
2018-07-18,Single Arm Dumbbell Bench Press,1,10,10.20584046,,
2018-07-18,Single Arm Dumbbell Bench Press,1,10,10.20584046,,
2018-07-18,Dumbbell Row,1,10,15.87575183,,
2018-07-18,Dumbbell Row,1,10,15.87575183,,
2018-07-18,Dumbbell Row,1,10,15.87575183,,
2018-07-18,Assisted Chin Up,1,5,-18.14371638,,
2018-07-18,Assisted Chin Up,1,10,-36.28743275,,
2018-07-18,Assisted Chin Up,1,8,-36.28743275,,
2018-07-18,Assisted Pull Up,1,10,36.28743275,,
2018-07-18,Assisted Pull Up,1,10,36.28743275,,
2018-07-18,Assisted Pull Up,1,5,36.28743275,,
2018-07-16,Dumbbell Shoulder Press,1,8,10.20584046,,
2018-07-16,Dumbbell Shoulder Press,1,9,10.20584046,,
2018-07-16,Dumbbell Shoulder Press,1,8,10.20584046,,
2018-07-16,Dumbbell Shoulder Press,1,8,10.20584046,,
2018-07-16,Seated Triceps Press,1,10,7.937875915,,
2018-07-16,Seated Triceps Press,1,12,9.071858189,,
2018-07-16,Seated Triceps Press,1,12,9.071858189,,
2018-07-16,Dumbbell Rear Delt Raise,1,10,5.669911368,,
2018-07-16,Back Extensions,1,14,0,,
2018-07-16,Back Extensions,1,14,0,,
2018-07-16,Back Extensions,1,14,0,,
2018-07-16,Cable Tricep Extension,1,8,13.60778728,,
2018-07-16,Cable Tricep Extension,1,12,13.60778728,,
2018-07-16,Cable Tricep Extension,1,8,15.87575183,,
2018-07-16,Cable Tricep Extension,1,12,13.60778728,,
2018-07-16,Front Squat,1,8,15.87575183,TRUE,
2018-07-16,Front Squat,1,6,24.94761002,,
2018-07-16,Front Squat,1,5,24.94761002,,
2018-07-14,Push Up,1,11,0,,
2018-07-14,Push Up,1,11,0,,
2018-07-14,Push Up,1,11,0,,
2018-07-14,Tuck Jump,1,10,0,,
2018-07-14,Tuck Jump,1,10,0,,
2018-07-14,Tuck Jump,1,10,0,,
2018-07-14,Reverse Crunch,1,10,0,,
2018-07-14,Reverse Crunch,1,16,0,,
2018-07-14,Reverse Crunch,1,16,0,,
2018-07-14,Sit Up,1,13,0,,
2018-07-12,Dumbbell Bicep Curl,1,4,11.33982274,,
2018-07-12,Dumbbell Bicep Curl,1,4,11.33982274,,
2018-07-12,Dumbbell Bicep Curl,1,3,11.33982274,,
2018-07-12,Dumbbell Bicep Curl,1,6,10.20584046,,
2018-07-12,Dumbbell Row,1,15,13.60778728,,
2018-07-12,Dumbbell Row,1,13,13.60778728,,
2018-07-12,Dumbbell Row,1,15,13.60778728,,
2018-07-12,Dumbbell Row,1,13,15.87575183,,
2018-07-12,Russian Twist,1,25,11.33982274,,
2018-07-12,Russian Twist,1,25,11.33982274,,
2018-07-12,Russian Twist,1,25,11.33982274,,
2018-07-12,Back Extensions,1,12,0,,
2018-07-12,Back Extensions,1,15,0,,
2018-07-12,Back Extensions,1,12,0,,
2018-07-12,Barbell Curl,1,6,15.87575183,,
2018-07-12,Barbell Curl,1,6,18.14371638,,
2018-07-12,Barbell Curl,1,4,18.14371638,,
2018-07-12,Barbell Curl,1,6,18.14371638,,
2018-07-12,Barbell Curl,1,4,18.14371638,,
2018-07-12,Lat Pulldown,1,5,24.94761002,,
2018-07-12,Cable Row,1,8,24.94761002,TRUE,
2018-07-12,Cable Row,1,6,38.5553973,,
2018-07-12,Cable Row,1,5,45.35929094,,
2018-07-12,Cable Row,1,6,45.35929094,,
2018-07-12,Cable Row,1,11,38.5553973,,
2018-07-12,Cable Row,1,6,38.5553973,,
2018-07-10,Push Up,1,7,0,,
2018-07-10,Push Up,1,7,0,,
2018-07-10,Push Up,1,8,0,,
2018-07-10,Push Up,1,7,0,,
2018-07-10,Push Up,1,7,0,,
2018-07-10,Russian Twist,1,17,11.33982274,,
2018-07-10,Russian Twist,1,17,11.33982274,,
2018-07-10,Russian Twist,1,17,11.33982274,,
2018-07-10,Russian Twist,1,17,11.33982274,,
2018-07-10,Russian Twist,1,17,11.33982274,,
2018-07-10,Leg Extension,1,6,31.75150366,,
2018-07-10,Leg Extension,1,8,31.75150366,,
2018-07-10,Leg Extension,1,6,36.28743275,,
2018-07-10,Leg Extension,1,10,36.28743275,,
2018-07-10,Dumbbell Bench Press,1,6,15.87575183,,
2018-07-10,Dumbbell Bench Press,1,6,15.87575183,,
2018-07-10,Dumbbell Bench Press,1,6,15.87575183,,
2018-07-10,Dumbbell Bench Press,1,7,15.87575183,,
2018-07-10,Dumbbell Skullcrusher,1,12,5.669911368,,
2018-07-10,Dumbbell Skullcrusher,1,12,5.669911368,,
2018-07-10,Dumbbell Skullcrusher,1,12,5.669911368,,
2018-07-10,Dumbbell Tricep Extension,1,10,5.669911368,,
2018-07-10,Dumbbell Tricep Extension,1,9,5.669911368,,
2018-07-10,Dumbbell Tricep Extension,1,7,5.669911368,,
2018-07-10,Dumbbell Tricep Extension,1,10,5.669911368,,
2018-07-10,Dumbbell Squat,1,5,7.937875915,,
2018-07-10,Dumbbell Squat,1,6,7.937875915,,
2018-07-10,Dumbbell Squat,1,6,7.937875915,,
2018-07-10,Dumbbell Squat,1,5,7.937875915,,
2018-07-10,Dumbbell Squat,1,5,9.071858189,,
2018-07-07,Single Leg Curl,1,8,4.535929094,,
2018-07-07,Single Leg Curl,1,8,4.535929094,,
2018-07-07,Single Leg Curl,1,10,4.535929094,,
2018-07-07,Single Leg Curl,1,10,5.669911368,,
2018-07-07,Dumbbell Stiff Legged Deadlift,1,12,10.20584046,,
2018-07-07,Dumbbell Stiff Legged Deadlift,1,12,11.33982274,,
2018-07-07,Dumbbell Stiff Legged Deadlift,1,12,10.20584046,,
2018-07-07,Dumbbell Row,1,10,15.87575183,,
2018-07-07,Dumbbell Row,1,10,15.87575183,,
2018-07-07,Dumbbell Row,1,10,15.87575183,,
2018-07-07,Dumbbell Row,1,12,15.87575183,,
2018-07-07,Concentration Curls,1,10,6.803893642,,
2018-07-07,Concentration Curls,1,10,6.803893642,,
2018-07-07,Concentration Curls,1,10,6.803893642,,
2018-07-07,Seated Calf Raise,1,12,22.67964547,,
2018-07-07,Seated Calf Raise,1,12,22.67964547,,
2018-07-07,Seated Calf Raise,1,12,22.67964547,,
2018-07-07,Seated Calf Raise,1,12,22.67964547,,
2018-07-05,Cable Row,1,8,18.14371638,TRUE,
2018-07-05,Cable Row,1,8,31.75150366,,
2018-07-05,Cable Row,1,8,31.75150366,,
2018-07-05,Cable Row,1,10,38.5553973,,
2018-07-05,Cable Row,1,8,38.5553973,,
2018-07-05,Cable Row,1,8,38.5553973,,
2018-07-05,Dumbbell Bench Press,1,10,13.60778728,,
2018-07-05,Dumbbell Bench Press,1,10,13.60778728,,
2018-07-05,Dumbbell Bench Press,1,10,13.60778728,,
2018-07-05,Dumbbell Bench Press,1,10,13.60778728,,
2018-07-05,Back Extensions,1,12,0,,
2018-07-05,Back Extensions,1,12,2.267964547,,
2018-07-05,Back Extensions,1,12,4.535929094,,
2018-07-05,Back Extensions,1,12,0,,
2018-07-05,Dumbbell Tricep Extension,1,8,6.803893642,,
2018-07-05,Dumbbell Tricep Extension,1,8,6.803893642,,
2018-07-05,Dumbbell Tricep Extension,1,5,6.803893642,,
2018-07-05,Dumbbell Tricep Extension,1,7,6.803893642,,
2018-07-05,Dumbbell Tricep Extension,1,8,6.803893642,,
2018-07-05,Cable Crossover Fly,1,18,5.669911368,,
2018-07-05,Cable Crossover Fly,1,16,7.937875915,,
2018-07-05,Cable Crossover Fly,1,12,5.669911368,,
2018-07-05,Dumbbell Squat,1,6,6.803893642,,
2018-07-05,Leg Extension,1,10,31.75150366,,
2018-07-05,Leg Extension,1,10,31.75150366,,
2018-07-05,Leg Extension,1,10,31.75150366,,
2018-07-05,Leg Extension,1,12,27.21557457,,
2018-07-05,Dumbbell Skullcrusher,1,4,6.803893642,,
2018-07-05,Dumbbell Skullcrusher,1,4,6.803893642,,
2018-07-05,Dumbbell Skullcrusher,1,4,6.803893642,,
2018-07-05,Dumbbell Skullcrusher,1,4,6.803893642,,
2018-07-05,Cable Wood Chop,1,4,11.33982274,,
2018-07-05,Cable Wood Chop,1,5,12.47380501,,
2018-07-05,Cable Wood Chop,1,5,12.47380501,,
2018-07-05,Cable Wood Chop,1,5,14.74176956,,
2018-07-04,Cable Lateral Raise,1,7,3.401946821,,
2018-07-04,Cable Lateral Raise,1,4,4.535929094,,
2018-07-04,Cable Lateral Raise,1,8,3.401946821,,
2018-07-04,Cable Lateral Raise,1,8,3.401946821,,
2018-07-04,Cable Lateral Raise,1,5,4.535929094,,
2018-07-04,Dumbbell Shoulder Press,1,8,10.20584046,,
2018-07-04,Dumbbell Shoulder Press,1,10,10.20584046,,
2018-07-04,Dumbbell Shoulder Press,1,10,10.20584046,,
2018-07-04,Dumbbell Shoulder Press,1,10,10.20584046,,
2018-07-04,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-07-04,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-07-04,Dumbbell Bicep Curl,1,10,7.937875915,,
2018-07-04,Dumbbell Squat To Shoulder Press,1,8,6.803893642,,
2018-07-04,Dumbbell Squat To Shoulder Press,1,8,6.803893642,,
2018-07-04,Dumbbell Squat To Shoulder Press,1,6,6.803893642,,
2018-07-04,Dumbbell Squat To Shoulder Press,1,8,6.803893642,,
2018-07-04,Dumbbell Squat To Shoulder Press,1,8,6.803893642,,
2018-07-04,Upright Row,1,5,13.60778728,,
2018-07-04,Upright Row,1,15,13.60778728,,
2018-07-04,Upright Row,1,10,18.14371638,,
2018-07-04,Upright Row,1,12,13.60778728,,
2018-07-04,Upright Row,1,10,13.60778728,,
2018-07-04,Reverse Barbell Curl,1,3,18.14371638,,
2018-07-04,Reverse Barbell Curl,1,3,18.14371638,,
2018-07-04,Reverse Barbell Curl,1,4,18.14371638,,
2018-07-04,Reverse Barbell Curl,1,3,18.14371638,,
2018-07-04,Reverse Barbell Curl,1,3,18.14371638,,
2018-07-04,Reverse Barbell Curl,1,4,18.14371638,,
2018-07-04,Incline Dumbbell Curl,1,4,6.803893642,,
2018-07-04,Incline Dumbbell Curl,1,5,6.803893642,,
2018-07-04,Russian Twist,1,19,11.33982274,,
2018-07-04,Russian Twist,1,19,11.33982274,,
2018-07-04,Russian Twist,1,19,11.33982274,,
2018-07-04,Russian Twist,1,19,11.33982274,,
2018-07-04,Sit Up,1,13,0,,
2018-07-04,Sit Up,1,13,0,,
2018-07-04,Sit Up,1,13,0,,
2018-07-01,Single Arm Lat Pulldown,1,4,14.74176956,,
2018-07-01,Single Arm Lat Pulldown,1,5,14.74176956,,
2018-07-01,Single Arm Lat Pulldown,1,8,12.47380501,,
2018-07-01,Single Arm Lat Pulldown,1,8,12.47380501,,
2018-07-01,Pull Through,1,10,10.20584046,,
2018-07-01,Pull Through,1,10,10.20584046,,
2018-07-01,Pull Through,1,10,10.20584046,,
2018-07-01,Single Leg Cable Kickback,1,10,5.669911368,,
2018-07-01,Single Leg Cable Kickback,1,5,5.669911368,,
2018-07-01,Single Leg Cable Kickback,1,5,7.937875915,,
2018-07-01,Single Leg Cable Kickback,1,5,7.937875915,,
2018-07-01,Single Leg Cable Kickback,1,8,7.937875915,,
2018-07-01,Dumbbell Stiff Legged Deadlift,1,12,10.20584046,,
2018-07-01,Dumbbell Stiff Legged Deadlift,1,15,10.20584046,,
2018-07-01,Dumbbell Stiff Legged Deadlift,1,15,10.20584046,,
